title,original_language,release_date,popularity,budget,revenue,runtime,status,genres
Inner Depravity,en,2/1/2005,0.669,0,0,10,Released,Horror
Drakula Cinta,id,1/23/2014,0.669,0,0,77,Released,"Action, Horror"
Rapture in Blue,en,3/12/2020,0.669,0,0,49,Released,"Drama, Horror, Mystery, Thriller"
Deirdre Of The Sorrows,en,12/1/2020,0.669,0,0,10,Released,"Drama, Fantasy, Horror"
Waterboy,en,7/29/2020,0.669,0,0,3,Released,"Horror, Science Fiction, Thriller"
The Weirdo,en,1/1/1989,0.668,0,0,91,Released,"Drama, Horror"
The Darkside,en,1/1/1987,0.668,0,0,95,Released,"Crime, Drama, Horror, Mystery, Thriller"
Paku Pontianak,en,8/21/2013,0.668,0,0,90,Released,Horror
The Bonesetter,en,7/15/2003,0.668,0,0,72,Released,"Horror, Thriller"
Production Hell,en,1/12/2011,0.668,0,0,60,Released,Horror
Zombie Werewolves Attack!,en,10/3/2009,0.668,0,0,71,Released,Horror
Cut Throat,en,12/17/2002,0.668,0,0,90,Released,Horror
Salvage,tl,11/14/2015,0.668,0,0,92,Released,Horror
Bangin' Vengeance!,en,1/1/2011,0.668,0,0,80,Released,"Horror, Romance, Thriller"
Silent Hills P.T.,en,2/10/2016,0.668,0,0,14,Released,Horror
12th Assistant Deacon,ko,5/3/2014,0.668,0,0,25,Released,Horror
Goblin?,en,8/23/2014,0.668,0,0,7,Released,Horror
Hantu Budeg,id,11/22/2012,0.668,0,0,88,Released,Horror
Dark Night,en,11/1/2019,0.668,0,0,0,Released,"Action, Horror"
I Who Have No One,en,12/31/2019,0.668,5000,0,25,Released,"Comedy, Horror"
A Little More Flesh II,en,4/17/2021,0.668,0,0,97,Released,Horror
Smile:),sv,6/13/2020,0.668,0,0,41,Released,"Crime, Horror, Thriller"
Lizard Baby,ja,10/2/2004,0.667,0,0,50,Released,Horror
Brutal Sorcery,cn,9/28/1983,0.667,0,0,87,Released,Horror
Piano Man,ko,8/8/1996,0.667,0,0,120,Released,"Horror, Mystery, Thriller"
And When She Was Bad...,en,1/1/1973,0.667,0,0,85,Released,"Drama, Horror"
Shadows of the Dead,en,1/5/2004,0.667,750000,0,92,Released,Horror
Coulrophobia,en,5/31/2015,0.667,750,400,25,Released,Horror
Red Summer,es,1/1/2017,0.667,0,0,89,Released,Horror
Experiment 7,en,10/10/2009,0.667,0,0,0,Released,"Horror, Science Fiction"
Phantasmagoria: A Puzzle of Flesh,en,10/30/2017,0.667,0,0,89,Released,"Horror, Science Fiction"
The Corporate Cutthroat Massacre,en,5/17/2011,0.667,0,0,70,Released,Horror
Confessions of a Necrophile Girl,en,12/30/2021,0.667,0,0,85,Released,Horror
Serpentine,en,2/5/2022,0.667,0,0,12,Released,"Horror, Science Fiction"
Red River,en,5/5/2011,0.666,5000,0,77,Released,"Action, Horror, Science Fiction, Western"
Tumbok,tl,5/4/2011,0.666,0,0,92,Released,"Horror, Thriller"
Love Bite,en,2/14/2008,0.666,0,0,3,Released,Horror
Kai-Ki: Tales of Terror from Tokyo,ja,9/4/2010,0.666,0,0,120,Released,Horror
การกลับมา,th,11/27/2014,0.666,0,0,95,Released,Horror
Islamic Exorcist,en,5/26/2017,0.666,0,0,85,Released,Horror
Angkerbatu,id,4/26/2007,0.666,0,0,89,Released,Horror
Momo: The Missouri Monster,en,9/20/2019,0.666,0,0,82,Released,"Documentary, Horror"
Changeling,en,8/30/2019,0.666,0,0,10,Released,"Horror, Thriller"
"An Excerpt from: ""Apparitions of Regret""",en,11/11/2020,0.666,0,0,8,Released,"Drama, Horror"
The Haunter of the Dark,ru,1/28/2015,0.666,0,0,83,Released,Horror
The Green Ribbon,en,4/19/2019,0.666,0,0,8,Released,"Drama, Horror, Romance"
Underneath: An Anthology of Terror,en,12/21/2021,0.666,0,0,75,Released,Horror
Faces of Dying V,en,1/1/2022,0.666,0,0,45,Released,Horror
The Deserted Inn,en,8/15/2008,0.665,0,0,106,Released,Horror
Shake Rattle and Roll 12,en,12/25/2010,0.665,0,0,125,Released,"Drama, Fantasy, Horror, Thriller"
Essence of Echoes,en,9/17/2002,0.665,0,0,90,Released,Horror
Nobody Ordered Love,en,5/1/1972,0.665,0,0,87,Released,Horror
The Slit-Mouthed Woman,ja,7/26/1996,0.665,0,0,50,Released,Horror
Valentine Nightmare,ja,1/23/2016,0.665,0,0,75,Released,Horror
To Escape Bondage!,en,1/1/2001,0.665,0,0,100,Released,Horror
Benaam,hi,1/1/1999,0.665,0,0,0,Released,"Action, Drama, Horror"
Kunwari Chudail,hi,1/1/2001,0.665,0,0,0,Released,Horror
Natural Born Zombie Killers,de,1/1/1998,0.665,0,0,68,Released,Horror
Yagon the Water Monster,ja,7/13/2019,0.665,0,0,44,Released,"Horror, Science Fiction"
Telunjuk Iblis,ms,1/18/2020,0.665,0,0,96,Released,"Horror, Thriller"
The Jelly Wrestler,en,2/1/2013,0.665,0,0,15,Released,"Comedy, Horror"
The Lodger,fr,8/4/2021,0.665,0,0,92,Released,"Horror, Romance, Thriller"
Out of the Reach of Light,es,1/1/2020,0.665,0,0,14,Released,"Family, Horror"
Thanksgiving,en,10/30/2012,0.665,0,0,1,Released,Horror
One Minute,sv,1/28/2022,0.665,0,0,10,Released,Horror
The Bitch That Cried Wolf,en,9/20/2013,0.665,0,0,0,Released,Horror
The Cask of Amontillado,en,10/25/1998,0.665,0,0,14,Released,Horror
(Dis)Satisfaction,en,8/10/2022,0.665,4000,0,18,Released,"Drama, Horror"
Dunderland,no,11/30/2012,0.664,1700000,0,98,Released,Horror
Heavenly Spell,cn,1/1/1991,0.664,0,0,0,Released,Horror
The Gardener,en,9/27/1998,0.664,0,0,105,Released,Horror
Savage Encounter,en,1/1/1980,0.664,0,0,86,Released,"Horror, Thriller"
Blood Cousins,en,9/22/2012,0.664,5,0,83,Released,"Comedy, Drama, Horror, Thriller"
Sexual Assault at a Hotel,ja,6/4/1977,0.664,0,0,71,Released,"Drama, Horror"
Spirit Love,zh,6/3/1989,0.664,0,0,85,Released,Horror
November,pl,9/16/1992,0.664,0,0,90,Released,Horror
Awakening of the South Seas Queen,id,1/1/1985,0.664,0,0,0,Released,"Fantasy, Horror"
Mi fantasma y yo,es,10/27/1988,0.664,0,0,90,Released,"Comedy, Drama, Fantasy, Horror"
The Bite,pt,9/7/2019,0.664,0,0,26,Released,"Drama, Horror, Science Fiction"
The Changing of Ben Moore,en,6/7/2015,0.664,8,0,90,Released,Horror
The Tribe Murders,en,7/27/2020,0.664,0,0,9,Released,Horror
Dinah,en,4/22/2019,0.664,0,0,11,Released,Horror
Vera,ru,10/10/2019,0.664,1500,0,0,Released,Horror
Poltergays: The Naked Wolves of the SS,es,8/20/2011,0.664,0,0,48,Released,"Comedy, Horror"
The Severing,en,1/27/2022,0.664,0,0,70,Released,"Horror, Music"
Slice,en,1/27/2022,0.664,3,0,1,Released,"Comedy, Horror"
悪霊の棲む館,ja,8/20/1980,0.664,0,0,96,Released,"Drama, Horror, Mystery"
Nekrology,en,1/25/2022,0.664,0,0,62,Released,Horror
Septem,en,9/6/2006,0.663,0,0,0,Released,Horror
Survivant(s),en,1/1/2009,0.663,0,0,0,Released,Horror
Teenage Catgirls In Heat,en,1/1/1993,0.663,0,0,95,Released,"Comedy, Horror"
Zombie Rampage,en,1/1/1989,0.663,0,0,75,Released,Horror
The Rat Savior,sh,10/26/1976,0.663,0,0,80,Released,"Drama, Horror, Science Fiction"
Ponglang Amazing Theatre,th,11/28/2007,0.663,0,0,97,Released,"Comedy, Horror"
Two Heads A Body,en,8/31/2004,0.663,0,0,85,Released,"Comedy, Horror"
Da Possessed,en,4/19/2014,0.663,0,0,120,Released,"Comedy, Horror"
The Caretakers,en,6/28/2014,0.663,0,0,0,Released,"Horror, Thriller"
Years of the Beast,en,1/1/1981,0.663,0,0,98,Released,"Fantasy, Horror"
Legend of Dark Rider,en,8/9/2016,0.663,5000000,0,0,Released,"Fantasy, Horror"
Kill Syndrome,en,11/6/2007,0.663,0,0,68,Released,Horror
Reva: Guna Guna,id,3/7/2019,0.663,0,0,80,Released,"Horror, Thriller"
"Finally, You",en,9/25/2020,0.663,0,0,17,Released,Horror
Hell Night,en,1/22/2022,0.663,0,0,14,Released,"Drama, Horror"
Abandoned Creatures,en,1/21/2022,0.663,0,0,83,Released,Horror
Joshua,en,9/1/2022,0.663,0,0,10,Released,Horror
Takien,th,10/21/2003,0.662,0,0,90,Released,"Horror, Thriller"
"Filth to Ashes, Flesh to Dust",en,9/30/2011,0.662,0,0,90,Released,Horror
Night of the Sinner,en,1/1/2009,0.662,0,0,91,Released,"Horror, Thriller"
Cougars,en,4/13/2012,0.662,0,0,15,Released,Horror
Watch Me,en,10/1/2006,0.662,0,0,78,Released,Horror
Angustia,en,11/13/2013,0.662,0,0,0,Released,"Crime, Drama, History, Horror"
The Picture of Dorian Gray,en,9/19/1976,0.662,0,0,98,Released,"Drama, Fantasy, Horror"
The Cuckoo Clocks of Hell,en,8/31/2011,0.662,0,0,103,Released,Horror
Troublesome Night 9,cn,1/11/2001,0.662,0,0,0,Released,"Comedy, Horror"
Something Wicked This Way Comes,en,1/1/1972,0.662,0,0,72,Released,"Drama, Fantasy, Horror"
Kill Canibal Retards,en,1/1/2003,0.662,0,0,38,Released,"Comedy, Horror"
Mama Minta Pulsa,en,6/21/2012,0.662,0,0,75,Released,"Comedy, Horror"
Solstice,en,9/25/2020,0.662,0,0,15,Released,"Fantasy, Horror"
Harp Brothers,en,9/5/2020,0.662,0,0,0,Released,"Crime, History, Horror"
The Dark Offerings,en,1/18/2022,0.662,0,0,80,Released,Horror
Scream Returns,fr,11/2/2018,0.662,0,0,48,Released,"Horror, Thriller"
Golden Night,fr,10/1/1976,0.661,0,0,87,Released,"Drama, Horror, Thriller"
Tiyanaks,tl,7/4/2007,0.661,0,0,93,Released,"Action, Horror, Thriller"
Any Other Side,zh,2/10/2012,0.661,0,0,86,Released,"Horror, Thriller"
The Fall of the House of Usher,en,6/1/1950,0.661,0,0,70,Released,Horror
The Murders of Brandywine Theater,en,9/12/2014,0.661,0,0,71,Released,Horror
Bound X Blood: The Orphan Killer 2,en,1/1/2015,0.661,0,0,118,Released,Horror
The Open Doors,en,1/1/2004,0.661,0,0,12,Released,"Horror, Thriller"
The Creek,en,8/20/2018,0.661,250,0,20,Released,"Horror, Mystery"
"Nature, Morte.",fr,7/22/2018,0.661,0,0,11,Released,Horror
Black Mamba,en,9/15/2018,0.661,0,0,120,Released,"Action, Horror"
Page 16,hi,8/10/2018,0.661,0,0,96,Released,"Horror, Mystery"
Alienated,en,10/21/2018,0.661,0,0,5,Released,Horror
Keep the Gaslight Burning,en,10/31/2018,0.661,0,0,18,Released,Horror
Hellbound,en,11/13/2018,0.661,40000,0,69,Released,Horror
Hippopotamus,en,6/25/2018,0.661,0,0,15,Released,"Horror, Science Fiction"
O Coração Revelador,pt,9/5/2018,0.661,0,0,10,Released,Horror
Lisa,ml,12/8/1978,0.661,0,0,135,Released,"Drama, Horror"
Cry,en,10/31/2018,0.661,1000,0,62,Released,Horror
ManFish,en,1/14/2022,0.661,0,0,83,Released,"Comedy, Horror"
Growing Out,en,7/3/2009,0.66,0,0,105,Released,"Comedy, Horror"
Brain Dead,en,1/1/1987,0.66,0,0,2,Released,"Fantasy, Horror, Mystery"
Mr. Ice Cream Man,en,4/3/1996,0.66,0,0,65,Released,Horror
She Lives by Night,en,12/17/2001,0.66,0,0,106,Released,Horror
The House of Pop 2008,th,1/17/2008,0.66,0,0,81,Released,"Comedy, Horror"
Zombie Toxin,en,1/1/1996,0.66,0,0,68,Released,"Comedy, Horror"
Mothman,en,8/12/1999,0.66,0,0,0,Released,"Horror, Mystery"
The Truck,en,11/12/2013,0.66,0,0,58,Released,"Horror, Mystery, Thriller"
Black Asylum,en,5/6/2013,0.66,200,0,5,Released,"Horror, Mystery"
Corpse-Drivers of Xiangxi,zh,5/10/1957,0.66,0,0,0,Released,Horror
Dream,ru,12/27/1987,0.66,0,0,20,Released,"Horror, Thriller"
2 Die For,en,4/9/2018,0.66,0,0,80,Released,Horror
Lycanimator,en,4/28/2018,0.66,3500,0,60,Released,Horror
El Regreso de la Bestia,es,1/1/1998,0.66,0,0,0,Released,"Action, Horror"
Voices,es,10/28/2016,0.66,0,0,13,Released,Horror
Thirst,en,10/12/2020,0.66,0,0,5,Released,Horror
Bandh Darwaza,hi,5/7/1990,0.659,0,0,145,Released,"Action, Drama, Horror"
The Asylum,en,1/1/2000,0.659,0,0,0,Released,Horror
Bloody Tease,en,2/17/2004,0.659,0,0,84,Released,Horror
Cypress,en,9/20/2003,0.659,1000,0,40,Released,Horror
The Silver Mummy,en,1/1/1999,0.659,0,0,50,Released,Horror
Death Island: Paranormal Retribution,en,8/21/2017,0.659,1,0,80,Released,"Horror, Thriller"
Princess: Voices from Hell,en,10/18/2017,0.659,0,0,92,Released,Horror
Ancient Demon Succubi,en,2/14/2014,0.659,5000,0,70,Released,"Horror, Thriller"
As Noites Diabólicas de Paula Clossidy,pt,4/23/2017,0.659,0,0,15,Released,"Horror, Thriller"
Canibalya,pt,1/9/2021,0.659,0,0,6,Released,"Horror, Thriller"
Reflections,en,1/24/2008,0.658,0,0,0,Released,"Crime, Drama, Horror, Thriller"
Climax,en,3/12/2009,0.658,0,0,71,Released,"Horror, Thriller"
The Trap Door,en,10/11/2011,0.658,0,0,90,Released,Horror
Violator,tl,11/9/2014,0.658,0,0,115,Released,"Horror, Thriller"
Island of Time,ko,11/26/2015,0.658,0,0,105,Released,"Drama, Horror, Mystery"
Bloody Tarot,es,1/1/1990,0.658,0,0,90,Released,Horror
Shallow Water,en,4/8/2017,0.658,0,0,19,Released,"Horror, Science Fiction"
Dying To Kill,en,12/13/2016,0.658,0,0,81,Released,"Horror, Thriller"
House with 1000 Doors,id,9/13/2007,0.658,0,0,96,Released,Horror
Instinct,en,1/1/2017,0.658,0,0,18,Released,"Horror, Thriller"
Werewolf in a Girl's Sorority,en,3/8/2013,0.658,0,0,23,Released,"Action, Comedy, Horror"
The Missing,tl,12/25/2020,0.658,0,0,105,Released,Horror
Cliché Resistance,ko,7/21/2016,0.658,0,0,18,Released,"Comedy, Horror"
A Cry in the Night: The Legend of La Llorona,en,9/4/2020,0.658,0,0,85,Released,Horror
The Woods,en,5/5/2020,0.658,0,0,60,Released,Horror
Tom and His Zombie Wife,en,9/11/2021,0.658,0,0,80,Released,Horror
God Lady,en,9/26/2021,0.658,5000,0,10,Released,Horror
Rise of the Dead: The Undead Heart,en,10/24/2021,0.658,300,0,11,Released,"Fantasy, Horror"
Entropic,en,11/26/2021,0.658,1000,0,0,Released,"Horror, Science Fiction"
Cock Cutters,en,10/26/2011,0.658,1,100,2,Released,Horror
The Dead Sleep Soundly,en,10/30/2021,0.658,1000,0,65,Released,"Drama, Horror"
Noche del Ratón,es,1/30/2015,0.657,6790,0,80,Released,"Horror, Thriller"
Dendam Orang Mati,ms,10/23/2014,0.657,0,0,81,Released,Horror
House of Mirrors,en,8/15/2014,0.657,3500000,0,80,Released,"Horror, Thriller"
Madam White Snake,ko,10/2/1960,0.657,0,0,100,Released,"Drama, Fantasy, Horror, Romance"
Violeta,en,2/14/2014,0.657,0,0,16,Released,"Horror, Romance"
Pyaasa Haiwan,hi,1/8/2003,0.657,0,0,0,Released,Horror
Seekers,de,3/18/2016,0.657,0,0,90,Released,Horror
Viewfinder,en,8/18/2016,0.657,0,0,5,Released,"Drama, Horror, Thriller"
West Skerra Light,en,10/31/2016,0.657,0,0,60,Released,"Comedy, Drama, Horror"
3-D Halloween,en,10/15/2000,0.657,0,0,0,Released,"Documentary, Horror, TV Movie"
Husbandhood,ur,5/20/2016,0.657,0,0,89,Released,"Horror, Mystery, Thriller"
Terrified Woman,en,2/2/2014,0.657,0,0,1,Released,Horror
Adriela,es,12/31/2021,0.657,1000000,0,0,Released,"Horror, Thriller"
Behind Me,id,3/17/2016,0.657,0,0,10,Released,Horror
Two Sheriffs,en,9/25/2020,0.657,0,0,7,Released,"Comedy, Horror"
Stay Home,en,10/9/2020,0.657,0,0,17,Released,"Comedy, Horror, Thriller"
& Teller 3,en,10/23/2014,0.657,0,0,4,Released,"Comedy, Horror"
Speedball Nosferatu,xx,1/1/2022,0.657,0,0,13,Released,"Fantasy, Horror, Mystery, Thriller"
An Bean Sidhe,en,10/24/2014,0.657,0,0,0,Released,Horror
Restos,es,9/1/2022,0.657,30,0,3,Released,Horror
Mystery Man,ja,1/1/2014,0.657,0,0,7,Released,Horror
T2,tl,4/11/2009,0.656,0,0,0,Released,"Fantasy, Horror"
Ghost Bustin,zh,7/13/1985,0.656,0,0,0,Released,"Action, Comedy, Horror"
Shutter One,th,9/22/2009,0.656,0,0,86,Released,Horror
Man with the Transplanted Brain,fr,3/29/1972,0.656,0,0,80,Released,"Drama, Horror, Science Fiction"
The Princess and Toxicant,zh,9/1/1977,0.656,0,0,83,Released,"Action, Horror"
Splendid Outing,ko,3/10/1978,0.656,0,0,95,Released,"Drama, Horror, Thriller"
Demon Beast Invasion Volume 3,ja,8/25/1991,0.656,0,0,45,Released,"Animation, Horror"
The Day that Doesn't Exist,cn,11/9/1995,0.656,0,0,102,Released,Horror
Legend of Horror,en,7/1/1972,0.656,0,0,75,Released,Horror
Thorn,ja,9/13/2015,0.656,0,0,16,Released,"Horror, Science Fiction"
Hidden Pleasures,es,7/30/1989,0.656,0,0,90,Released,"Crime, Horror, Mystery, Thriller"
At the House of Madness,en,8/19/2008,0.656,0,0,0,Released,Horror
Return of the Bloodsucking Nazi Zombies,en,2/11/2012,0.656,0,0,25,Released,"Horror, Science Fiction"
Harbinger,en,1/8/2016,0.656,0,0,9,Released,Horror
Horrible Rape,tr,1/1/1972,0.656,0,0,58,Released,"Crime, Horror, Thriller"
The Pining,en,1/26/2019,0.656,0,0,73,Released,"Horror, Mystery, Thriller"
Alien Inside,es,10/10/2015,0.656,0,0,6,Released,Horror
"Good Night, Said Miss Bird",es,7/12/2012,0.656,3584,0,0,Released,"Horror, Thriller"
Lychee Light Club,ja,10/2/2012,0.656,0,0,24,Released,"Animation, Comedy, Drama, Horror, Romance"
Abraham's Boys,en,10/31/2009,0.656,0,0,0,Released,Horror
Fade,en,5/1/2008,0.655,0,0,74,Released,"Drama, Horror, Thriller"
Le zombi de Cap-Rouge,en,11/18/1997,0.655,0,0,0,Released,"Action, Horror, Thriller"
The Last Supper,ml,5/9/2014,0.655,0,0,110,Released,"Adventure, Horror, Thriller"
Realm,en,3/4/2015,0.655,0,0,4,Released,"Horror, Mystery, Thriller"
Savage Harvest 2: October Blood,en,5/8/2006,0.655,0,0,119,Released,Horror
Ümmü Sıbyan: Zifir,tr,11/21/2014,0.655,0,559000,0,Released,Horror
Cars 3,en,1/26/2009,0.655,0,0,37,Released,Horror
La jaula,es,3/27/2000,0.655,0,0,0,Released,"Horror, Science Fiction, Thriller"
Scary Tales: The Return of Mr. Longfellow,en,3/1/2003,0.655,0,0,88,Released,Horror
The Hanging Balloons,ja,3/18/2000,0.655,0,0,25,Released,Horror
Hantu Jamu Gendong,id,1/22/2009,0.655,0,0,72,Released,Horror
They Are Here: The Real World of the Poltergeists,en,10/31/2007,0.655,0,0,31,Released,"Documentary, Horror"
Killer Car,ja,11/21/2008,0.655,0,0,72,Released,Horror
Amityville Confidential,en,10/30/2006,0.655,0,0,0,Released,"Documentary, Horror"
Working with a Master: Dario Argento,en,6/24/2006,0.655,0,0,22,Released,"Documentary, Horror"
Battle-Axe: the Making of 'Strait-Jacket',en,4/2/2002,0.655,0,0,14,Released,"Documentary, Horror"
Things That Go Bump,en,3/22/1997,0.655,0,0,45,Released,"Comedy, Fantasy, Horror"
Akio Jissoji's Mystery File 1,ja,12/19/1997,0.655,0,0,85,Released,"Fantasy, Horror, Mystery, Science Fiction"
Zombie-American,en,9/27/2005,0.655,0,0,9,Released,"Comedy, Horror"
Red Scream Nosferatu,en,6/4/2009,0.655,20000,0,90,Released,Horror
The Woman In White,en,4/27/2021,0.655,94,67,13,Released,"Horror, Mystery, Thriller"
"Die Sister, Die!",en,8/15/2013,0.655,0,0,70,Released,Horror
Surgikill,en,1/1/1989,0.654,0,0,88,Released,"Comedy, Horror"
Lucid,en,6/21/2013,0.654,10,0,0,Released,"Horror, Mystery, Thriller"
Evil Sister,en,1/1/1996,0.654,0,0,87,Released,Horror
The Body,en,8/25/2013,0.654,0,0,17,Released,"Comedy, Horror"
Demon Beast Invasion Volume 4,ja,10/18/1991,0.654,0,0,45,Released,"Animation, Horror"
Rape and Die,cn,3/11/1983,0.654,0,0,0,Released,"Drama, Horror, Thriller"
A Pair of Deadly Eyes,id,1/1/1989,0.654,0,0,74,Released,Horror
Guest House,hi,7/29/1980,0.654,0,0,126,Released,Horror
Crazy for You,en,8/14/2013,0.654,0,0,10,Released,"Comedy, Horror, Romance"
Ansigtet,da,4/18/2012,0.654,0,0,0,Released,"Horror, Thriller"
Kawaii,en,6/1/2019,0.654,8000,0,10,Released,"Comedy, Horror"
Kannibal Komix oder Das Haus in Weiß,de,3/3/1970,0.654,0,0,60,Released,"Comedy, Crime, Drama, Horror, Music"
Demons Apartment,zh,1/10/1986,0.654,0,0,91,Released,Horror
Warnings,en,10/8/2019,0.654,0,0,80,Released,Horror
Queen Dracula,en,10/19/2017,0.654,10000,0,53,Released,Horror
Variant,en,6/6/2020,0.654,0,0,41,Released,"Horror, Science Fiction"
Hechizo,es,1/26/1984,0.654,0,0,7,Released,"Fantasy, Horror"
Glitche,en,2/19/2020,0.654,0,0,5,Released,"Horror, Science Fiction"
Stab Ya In The Face,en,1/29/2021,0.654,50,0,0,Released,"Comedy, Horror"
Beasts: What Big Eyes,en,11/13/1976,0.654,0,0,60,Released,"Drama, Horror, Mystery, TV Movie"
The Phantom Lake Kids in: The Day the Earth Abruptly Almost Ended,en,7/27/2022,0.654,0,0,76,Released,"Adventure, Horror, Science Fiction"
The Geezenstacks,en,10/26/1986,0.654,0,0,30,Released,"Horror, TV Movie"
Stupid Teenagers Must Die,en,10/14/2006,0.653,0,0,0,Released,Horror
Flat 3A,en,7/14/2011,0.653,0,0,95,Released,Horror
For Love of Zombies,en,10/30/2011,0.653,0,0,19,Released,"Comedy, Horror"
Gorgon Video Magazine Vol. 2,en,4/15/1990,0.653,0,0,90,Released,"Documentary, Horror"
Bloodlands,en,2/25/2017,0.653,0,0,82,Released,"Drama, Horror, Thriller"
Creswick,en,4/22/2017,0.653,0,0,9,Released,"Drama, Horror"
Addicted to Blood,en,5/31/2011,0.653,500000,0,92,Released,Horror
Nun's Deadly Confession,en,5/7/2019,0.653,0,0,117,Released,"Horror, Thriller"
Ella,en,6/3/2011,0.653,0,0,9,Released,Horror
Planet Zee,en,2/16/2021,0.653,0,0,96,Released,"Comedy, Horror"
The Mask of Satan,en,12/13/2021,0.653,0,0,0,Released,Horror
The Story of Mr. Sorry,ko,3/12/2009,0.652,0,0,64,Released,"Animation, Comedy, Drama, Horror"
For You and for Fire,pl,3/24/2008,0.652,0,0,127,Released,"Drama, Horror, Thriller"
Bloodlock,en,12/31/2008,0.652,100000,0,90,Released,Horror
Sea of Dust,en,10/7/2008,0.652,0,0,0,Released,"Comedy, Fantasy, Horror"
Hide and Go Kill,en,7/18/2008,0.652,0,0,75,Released,Horror
The Crone,ja,7/27/2013,0.652,0,0,71,Released,Horror
The Misled Romance of Cannibal Girl and Incest Boy,en,10/27/2007,0.652,0,0,13,Released,"Comedy, Horror, Romance"
Suicide DVD,ja,4/2/2005,0.652,0,0,79,Released,"Horror, Thriller"
Who Are You?,sv,4/7/2005,0.652,0,0,91,Released,"Horror, Thriller"
Pig Me,en,3/20/2009,0.652,0,0,8,Released,"Animation, Comedy, Horror"
Paradox Lake,en,1/10/2002,0.652,0,0,85,Released,"Drama, Horror"
Hospital,th,5/24/2005,0.652,0,0,0,Released,Horror
The Vampire Partner,cn,10/7/1988,0.652,0,0,86,Released,"Comedy, Horror"
& Teller,en,10/9/2008,0.652,0,0,3,Released,"Comedy, Horror"
A Chain of Cursed Murders,ja,2/25/2006,0.652,0,0,71,Released,Horror
Faces of Death - 35th anniversary edition,en,9/6/2006,0.652,0,0,0,Released,"Documentary, Horror"
Zombie Farm,en,4/21/2007,0.652,0,0,81,Released,Horror
Suburban Coffin,en,12/31/2018,0.652,0,0,63,Released,"Fantasy, Horror"
VHS Violence,en,6/1/2021,0.652,0,0,0,Released,Horror
Virus,sv,9/15/2006,0.652,60000,0,25,Released,Horror
FUN.,en,9/25/2020,0.652,0,0,96,Released,Horror
Watcher,en,3/19/2021,0.652,5000,0,14,Released,"Horror, Thriller"
3AM,en,10/1/2017,0.652,0,0,13,Released,Horror
Spooked,en,6/12/2008,0.652,0,0,44,Released,"Drama, Horror"
Mister Creep,en,8/20/2022,0.652,0,0,0,Released,Horror
Eaten Alive: A Tasteful Revenge,en,1/1/1999,0.651,0,0,28,Released,"Comedy, Horror, Science Fiction"
Six,th,11/18/2004,0.651,0,0,94,Released,Horror
The Screen at Kamchanod,th,12/5/2007,0.651,0,0,90,Released,Horror
Zombie Attack: Museum of the Dead,en,4/4/2004,0.651,0,0,84,Released,Horror
Take Me Naked,en,10/21/1966,0.651,0,0,69,Released,"Crime, Horror"
I Am a Machine - Noisy Birth,ja,5/10/2000,0.651,0,0,2,Released,"Animation, Horror, Music"
Are You Afraid of the Dark?,en,5/21/1996,0.651,0,0,100,Released,Horror
Unhuman,en,4/6/2004,0.651,0,0,107,Released,Horror
Shira: The Vampire Samurai,en,1/1/2005,0.651,0,0,0,Released,"Action, Adventure, Horror"
J-Horror Anthology: Legends,ja,6/26/2003,0.651,0,0,62,Released,Horror
The Blood Sword of the 99th Virgin,ja,9/11/1959,0.651,0,0,82,Released,"Drama, Horror"
Sleepy Hollow High,en,1/25/2000,0.651,0,0,90,Released,Horror
Troublesome Night 14,cn,5/2/2002,0.651,0,0,90,Released,"Comedy, Horror"
Immune,en,4/23/2016,0.651,0,0,0,Released,Horror
From Cherry English,en,10/21/2004,0.651,0,0,11,Released,"Horror, Thriller"
Deadly Tales,en,1/1/1998,0.651,0,0,90,Released,Horror
Yatinsotests,ru,12/9/2004,0.651,0,0,88,Released,"Comedy, Horror, Thriller"
The Black Witch Project,en,1/1/2001,0.651,0,0,50,Released,"Comedy, Horror"
The Secret: Suster Ngesot Urban Legend,id,4/26/2018,0.651,0,0,102,Released,Horror
Rajmohol,bn,1/1/2005,0.651,0,0,128,Released,"Drama, Horror, Thriller"
An Uninvited Guest,en,10/7/2020,0.651,28651,0,3,Released,"Horror, Thriller"
The Shape of the Things to Come,en,10/24/2020,0.651,0,0,40,Released,"Animation, Comedy, Horror, Science Fiction"
haneelam,he,1/1/2001,0.651,1000000,0,1,Released,"Action, Drama, Horror, War"
The Darkest Hour,hu,10/20/2018,0.651,0,0,4,Released,"Drama, Horror"
The Cormorant,en,2/21/1993,0.65,0,0,88,Released,"Drama, Horror"
Hellspawn,en,1/1/1993,0.65,0,0,86,Released,Horror
Addicted to Murder,en,1/1/1995,0.65,0,0,80,Released,Horror
Dinosaur From The Deep,fr,1/1/1993,0.65,0,0,79,Released,"Comedy, Horror, Science Fiction"
Blue Blood,en,11/1/1974,0.65,0,0,86,Released,"Drama, Horror"
Survival Earth,en,1/1/1985,0.65,0,0,80,Released,"Action, Drama, Horror, Science Fiction"
The Mystery in Dracula's Castle,en,1/7/1973,0.65,0,0,91,Released,"Comedy, Family, Horror, TV Movie"
The Ironbound Vampire,en,1/1/1994,0.65,0,0,59,Released,Horror
The Man to Kill,sh,3/28/1979,0.65,0,0,105,Released,"Drama, Fantasy, History, Horror"
Do Gaz Zameen Ke Neeche,hi,12/30/1972,0.65,0,0,133,Released,Horror
